# Метеостанция Шереметьево / им. А. С. Пушкина (аэропорт), Россия, METAR=UUEE, выборка с 01.01.2024 по 31.12.2024, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUEE&lang=ru
#
"Местное время в Шереметьево / им. А. С. Пушкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"17.02.2024 02:30";"-8.0";"754.3";"772.7";"86";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-10.0";
"17.02.2024 02:00";"-8.0";"754.3";"772.7";"86";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-10.0";
"17.02.2024 01:30";"-8.0";"754.3";"772.7";"86";"Ветер, дующий с юго-юго-востока";"4";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-10.0";
"17.02.2024 01:00";"-8.0";"755.0";"773.4";"86";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-10.0";
"17.02.2024 00:30";"-8.0";"755.0";"773.4";"86";"Ветер, дующий с юго-востока";"3";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-10.0";
"17.02.2024 00:00";"-8.0";"755.0";"773.4";"79";"Ветер, дующий с юго-востока";"4";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-11.0";
"16.02.2024 23:30";"-8.0";"755.0";"773.4";"79";"Ветер, дующий с юго-востока";"4";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-11.0";
"16.02.2024 23:00";"-8.0";"755.0";"773.4";"79";"Ветер, дующий с юго-востока";"4";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-11.0";
"16.02.2024 22:30";"-8.0";"755.0";"773.4";"79";"Ветер, дующий с юго-востока";"4";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-11.0";
"16.02.2024 22:00";"-8.0";"755.0";"773.4";"79";"Ветер, дующий с юго-востока";"4";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-11.0";
"16.02.2024 21:30";"-8.0";"755.5";"773.9";"79";"Ветер, дующий с юго-востока";"4";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-11.0";
"16.02.2024 21:00";"-8.0";"755.5";"773.9";"79";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Сплошная (100%) 300 м";"10.0 и более";"-11.0";
"16.02.2024 20:30";"-8.0";"755.5";"773.9";"79";"Ветер, дующий с юго-востока";"4";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-11.0";
"16.02.2024 20:00";"-9.0";"755.4";"773.9";"86";"Ветер, дующий с юго-востока";"4";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-11.0";
"16.02.2024 19:30";"-9.0";"755.4";"773.9";"86";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"-11.0";
"16.02.2024 19:00";"-8.0";"755.5";"773.9";"79";"Ветер, дующий с юго-востока";"4";"";"";"";"Сплошная (100%) 360 м";"9.0";"-11.0";
"16.02.2024 18:30";"-8.0";"755.5";"773.9";"86";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 360 м";"9.0";"-10.0";
"16.02.2024 18:00";"-8.0";"755.5";"773.9";"86";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 360 м";"9.0";"-10.0";
"16.02.2024 17:30";"-8.0";"755.5";"773.9";"86";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 360 м";"9.0";"-10.0";
"16.02.2024 17:00";"-8.0";"755.5";"773.9";"86";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 390 м";"8.0";"-10.0";
"16.02.2024 16:30";"-8.0";"755.5";"773.9";"86";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 360 м";"8.0";"-10.0";
"16.02.2024 16:00";"-8.0";"755.5";"773.9";"86";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 360 м";"5.0";"-10.0";
"16.02.2024 15:30";"-8.0";"755.5";"773.9";"86";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 390 м";"8.0";"-10.0";
"16.02.2024 15:00";"-8.0";"755.5";"773.9";"86";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 330 м";"8.0";"-10.0";
"16.02.2024 14:30";"-8.0";"755.5";"773.9";"86";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 360 м";"7.0";"-10.0";
"16.02.2024 14:00";"-8.0";"755.5";"773.9";"86";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 330 м, сплошная (100%) 990 м";"6.0";"-10.0";
"16.02.2024 13:30";"-8.0";"755.5";"773.9";"86";"Ветер, дующий с юго-востока";"4";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 330 м, разорванная (60-90%) 990 м, кучево-дождевые облака";"5.0";"-10.0";
"16.02.2024 13:00";"-8.0";"755.5";"773.9";"79";"Ветер, дующий с юго-востока";"3";"";"Слабый(ая)(ые) снег";"";"Разорванная (60-90%) 330 м";"9.0";"-11.0";
"16.02.2024 12:30";"-8.0";"755.5";"773.9";"79";"Ветер, дующий с юго-востока";"3";"";"Слабый(ая)(ые) снег";"Снег";"Разорванная (60-90%) 390 м";"4.8";"-11.0";
"16.02.2024 12:00";"-9.0";"755.4";"773.9";"86";"Ветер, дующий с юго-востока";"4";"";"Слабый(ая)(ые) снег";"Снег";"Разорванная (60-90%) 330 м";"7.0";"-11.0";
"16.02.2024 11:30";"-9.0";"755.4";"773.9";"86";"Ветер, дующий с юго-востока";"3";"";"Слабый(ая)(ые) снег";"Снег";"Разорванная (60-90%) 300 м";"5.0";"-11.0";
"16.02.2024 11:00";"-9.0";"755.4";"773.9";"86";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 360 м";"3.7";"-11.0";
"16.02.2024 10:30";"-10.0";"755.3";"773.9";"92";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 300 м";"5.0";"-11.0";
"16.02.2024 10:00";"-10.0";"755.3";"773.9";"92";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 330 м";"4.4";"-11.0";
"16.02.2024 09:30";"-10.0";"755.3";"773.9";"92";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 330 м";"3.5";"-11.0";
"16.02.2024 09:00";"-10.0";"755.3";"773.9";"92";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) снег, дымка";"";"Сплошная (100%) 210 м";"3.0";"-11.0";
"16.02.2024 08:30";"-10.0";"755.3";"773.9";"92";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 180 м";"3.9";"-11.0";
"16.02.2024 08:00";"-10.0";"754.9";"773.4";"92";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 180 м";"4.3";"-11.0";
"16.02.2024 07:30";"-10.0";"755.3";"773.9";"92";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) снег";"Замерзающий(ая) (переохлажденный(ая)) морось";"Сплошная (100%) 150 м";"4.0";"-11.0";
"16.02.2024 07:00";"-10.0";"755.3";"773.9";"92";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) замерзающий(ая) (переохлажденный(ая)) морось";"";"Сплошная (100%) 150 м";"4.0";"-11.0";
"16.02.2024 06:30";"-10.0";"755.3";"773.9";"92";"Ветер, дующий с юго-востока";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 150 м";"4.3";"-11.0";
"16.02.2024 06:00";"-10.0";"755.3";"773.9";"92";"Ветер, дующий с юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 150 м";"4.3";"-11.0";
"16.02.2024 05:30";"-10.0";"755.3";"773.9";"92";"Ветер, дующий с юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 180 м";"4.7";"-11.0";
"16.02.2024 05:00";"-10.0";"755.3";"773.9";"92";"Ветер, дующий с юго-востока";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 210 м";"4.7";"-11.0";
"16.02.2024 04:30";"-10.0";"755.3";"773.9";"92";"Ветер, дующий с юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 180 м";"5.0";"-11.0";
"16.02.2024 04:00";"-10.0";"755.3";"773.9";"85";"Ветер, дующий с юго-востока";"3";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 240 м";"7.0";"-12.0";
"16.02.2024 03:30";"-10.0";"755.3";"773.9";"85";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) снег";"Снег";"Сплошная (100%) 240 м";"8.0";"-12.0";
"16.02.2024 03:00";"-10.0";"755.3";"773.9";"85";"Ветер, дующий с юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 240 м";"7.0";"-12.0";
"16.02.2024 02:30";"-10.0";"755.3";"773.9";"85";"Ветер, дующий с юго-востока";"4";"";"Слабый(ая)(ые) снег";"Снег";"Сплошная (100%) 270 м";"6.0";"-12.0";
"16.02.2024 02:00";"-10.0";"755.3";"773.9";"85";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) снег";"Снег";"Рассеянная (40-50%) 300 м";"6.0";"-12.0";
"16.02.2024 01:30";"-10.0";"755.3";"773.9";"85";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 360 м";"6.0";"-12.0";
"16.02.2024 01:00";"-10.0";"755.3";"773.9";"85";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 360 м";"8.0";"-12.0";
"16.02.2024 00:30";"-10.0";"755.3";"773.9";"85";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 390 м";"9.0";"-12.0";
"16.02.2024 00:00";"-10.0";"755.3";"773.9";"85";"Ветер, дующий с востоко-юго-востока";"3";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 420 м";"8.0";"-12.0";
"15.02.2024 23:30";"-10.0";"755.3";"773.9";"79";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 390 м";"10.0 и более";"-13.0";
"15.02.2024 23:00";"-10.0";"755.3";"773.9";"79";"Ветер, дующий с юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 420 м";"10.0 и более";"-13.0";
"15.02.2024 22:30";"-10.0";"755.3";"773.9";"79";"Ветер, дующий с юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 420 м";"10.0 и более";"-13.0";
"15.02.2024 22:00";"-10.0";"755.3";"773.9";"79";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 420 м";"9.0";"-13.0";
"15.02.2024 21:30";"-10.0";"755.3";"773.9";"79";"Ветер, дующий с востоко-юго-востока";"4";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 420 м";"10.0 и более";"-13.0";
"15.02.2024 21:00";"-10.0";"755.3";"773.9";"79";"Ветер, дующий с востоко-юго-востока";"5";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 420 м";"10.0 и более";"-13.0";
"15.02.2024 20:30";"-10.0";"755.3";"773.9";"79";"Ветер, дующий с юго-востока";"5";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 450 м";"9.0";"-13.0";
"15.02.2024 20:00";"-10.0";"755.3";"773.9";"79";"Ветер, дующий с юго-востока";"5";"";"Слабый(ая)(ые) снег";"";"Рассеянная (40-50%) 450 м";"9.0";"-13.0";
"15.02.2024 19:30";"-11.0";"755.3";"773.9";"85";"Ветер, дующий с юго-востока";"5";"";"Слабый(ая)(ые) снег";"Снег";"Рассеянная (40-50%) 480 м";"9.0";"-13.0";
"15.02.2024 19:00";"-11.0";"755.3";"773.9";"85";"Ветер, дующий с юго-востока";"4";"";"Слабый(ая)(ые) снег";"Снег";"Рассеянная (40-50%) 1170 м";"7.0";"-13.0";
"15.02.2024 18:30";"-11.0";"754.8";"773.4";"85";"Ветер, дующий с юго-востока";"5";"";"Слабый(ая)(ые) снег";"Снег";"Рассеянная (40-50%) 360 м";"3.6";"-13.0";
"15.02.2024 18:00";"-11.0";"754.8";"773.4";"79";"Ветер, дующий с юго-востока";"5";"";"Слабый(ая)(ые) снег";"";"Незначительная (10-30%) 300 м";"3.0";"-14.0";
"15.02.2024 17:30";"-11.0";"754.8";"773.4";"79";"Ветер, дующий с юго-востока";"5";"";"Слабый(ая)(ые) снег";"Снег";"Незначительная (10-30%) 330 м";"6.0";"-14.0";
"15.02.2024 17:00";"-11.0";"754.8";"773.4";"79";"Ветер, дующий с юго-востока";"5";"";"Слабый(ая)(ые) снег";"Снег";"Рассеянная (40-50%) 450 м";"8.0";"-14.0";
"15.02.2024 16:30";"-11.0";"754.8";"773.4";"79";"Ветер, дующий с юго-востока";"5";"";"Слабый(ая)(ые) снег";"Снег";"Незначительная (10-30%) 390 м";"9.0";"-14.0";
"15.02.2024 16:00";"-11.0";"754.8";"773.4";"79";"Ветер, дующий с востоко-юго-востока";"5";"";"Слабый(ая)(ые) снег";"Снег";"Незначительная (10-30%) 390 м";"4.7";"-14.0";
"15.02.2024 15:30";"-11.0";"754.8";"773.4";"79";"Ветер, дующий с юго-востока";"5";"";"Слабый(ая)(ые) снег";"Снег";"Незначительная (10-30%) 360 м, сплошная (100%) 1170 м";"3.4";"-14.0";
"15.02.2024 15:00";"-11.0";"754.8";"773.4";"79";"Ветер, дующий с юго-востока";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 540 м";"2.6";"-14.0";
"15.02.2024 14:30";"-11.0";"754.8";"773.4";"79";"Ветер, дующий с востоко-юго-востока";"7";"";"Слабый(ая)(ые) снег";"Ливень (ливни), снег";"Сплошная (100%) 510 м";"5.0";"-14.0";
"15.02.2024 14:00";"-11.0";"754.1";"772.7";"79";"Ветер, дующий с юго-востока";"6";"";"Слабый(ая)(ые) ливень (ливни), снег";"";"Разорванная (60-90%) 390 м, кучево-дождевые облака";"3.4";"-14.0";
"15.02.2024 13:30";"-11.0";"754.8";"773.4";"79";"Ветер, дующий с востоко-юго-востока";"5";"";"Ливень (ливни), снег";"Снег";"Рассеянная (40-50%) 300 м, разорванная (60-90%) 600 м, кучево-дождевые облака";"1.2";"-14.0";
"15.02.2024 13:00";"-11.0";"754.8";"773.4";"79";"Ветер, дующий с юго-востока";"6";"";"Снег";"Низовая (метель, буря) снег";"Сплошная (100%) 360 м";"1.4";"-14.0";
"15.02.2024 12:30";"-12.0";"754.0";"772.7";"85";"Ветер, дующий с востоко-юго-востока";"6";"11";"Слабый(ая)(ые) снег,низовая (метель, буря) снег";"Снег";"Сплошная (100%) 840 м";"2.9";"-14.0";
"15.02.2024 12:00";"-11.0";"754.1";"772.7";"79";"Ветер, дующий с юго-востока";"6";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 870 м";"2.9";"-14.0";
"15.02.2024 11:30";"-12.0";"754.0";"772.7";"85";"Ветер, дующий с востоко-юго-востока";"6";"";"Слабый(ая)(ые) снег";"Снег";"Сплошная (100%) 360 м";"3.8";"-14.0";
"15.02.2024 11:00";"-12.0";"754.0";"772.7";"85";"Ветер, дующий с востоко-юго-востока";"5";"";"Слабый(ая)(ые) снег";"Снег";"Сплошная (100%) 990 м";"4.4";"-14.0";
"15.02.2024 10:30";"-12.0";"754.0";"772.7";"85";"Ветер, дующий с востоко-юго-востока";"6";"";"Снег";"";"Сплошная (100%) 870 м";"1.5";"-14.0";
"15.02.2024 10:00";"-13.0";"754.0";"772.7";"85";"Ветер, дующий с востока";"6";"";"Сильный(ая)(ые) снег";"";"Вертикальная видимость 270 м";"0.8";"-15.0";
"15.02.2024 09:30";"-13.0";"754.0";"772.7";"85";"Ветер, дующий с востока";"6";"";"Сильный(ая)(ые) снег";"";"Вертикальная видимость 360 м";"0.9";"-15.0";
"15.02.2024 09:00";"-13.0";"754.0";"772.7";"85";"Ветер, дующий с востока";"5";"";"Сильный(ая)(ые) снег";"";"Вертикальная видимость 240 м";"0.8";"-15.0";
"15.02.2024 08:30";"-13.0";"754.0";"772.7";"85";"Ветер, дующий с востока";"6";"";"Сильный(ая)(ые) снег";"";"Вертикальная видимость 150 м";"0.4";"-15.0";
"15.02.2024 08:00";"-13.0";"753.2";"771.9";"85";"Ветер, дующий с востока";"6";"";"Сильный(ая)(ые) снег";"";"Вертикальная видимость 150 м";"0.5";"-15.0";
"15.02.2024 07:30";"-13.0";"753.2";"771.9";"85";"Ветер, дующий с востока";"7";"";"Сильный(ая)(ые) снег";"";"Вертикальная видимость 150 м";"0.5";"-15.0";
"15.02.2024 07:00";"-13.0";"753.2";"771.9";"85";"Ветер, дующий с востоко-юго-востока";"7";"";"Сильный(ая)(ые) снег";"";"Вертикальная видимость 150 м";"0.6";"-15.0";
"15.02.2024 06:30";"-13.0";"753.2";"771.9";"85";"Ветер, дующий с востоко-юго-востока";"7";"";"Сильный(ая)(ые) снег";"";"Вертикальная видимость 270 м";"0.8";"-15.0";
"15.02.2024 06:00";"-13.0";"753.2";"771.9";"85";"Ветер, дующий с востока";"7";"";"Сильный(ая)(ые) снег";"";"Вертикальная видимость 300 м";"0.9";"-15.0";
"15.02.2024 05:30";"-13.0";"753.2";"771.9";"85";"Ветер, дующий с востока";"7";"";"Сильный(ая)(ые) снег";"";"Рассеянная (40-50%) 330 м, сплошная (100%) 780 м";"1.0";"-15.0";
"15.02.2024 05:00";"-13.0";"752.4";"771.1";"85";"Ветер, дующий с востоко-юго-востока";"7";"";"Снег";"";"Сплошная (100%) 210 м";"1.7";"-15.0";
"15.02.2024 04:30";"-12.0";"752.5";"771.1";"79";"Ветер, дующий с востоко-юго-востока";"7";"";"Снег";"";"Сплошная (100%) 300 м";"1.6";"-15.0";
"15.02.2024 04:00";"-12.0";"753.2";"771.9";"79";"Ветер, дующий с востока";"8";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 300 м";"2.7";"-15.0";
"15.02.2024 03:30";"-12.0";"753.2";"771.9";"79";"Ветер, дующий с востока";"8";"";"Слабый(ая)(ые) снег";"Снег";"Сплошная (100%) 1290 м";"3.5";"-15.0";
"15.02.2024 03:00";"-12.0";"753.2";"771.9";"85";"Ветер, дующий с востоко-юго-востока";"7";"";"Снег";"Ливень (ливни), снег";"Сплошная (100%) 390 м";"1.1";"-14.0";
"15.02.2024 02:30";"-12.0";"753.2";"771.9";"85";"Ветер, дующий с востоко-юго-востока";"7";"";"Ливень (ливни), снег";"Низовая (метель, буря) снег, снег";"Разорванная (60-90%) 390 м, разорванная (60-90%) 840 м, кучево-дождевые облака";"1.6";"-14.0";
"15.02.2024 02:00";"-12.0";"753.2";"771.9";"79";"Ветер, дующий с востоко-юго-востока";"7";"";"Слабый(ая)(ые) снег";"";"Сплошная (100%) 870 м";"5.0";"-15.0";
"15.02.2024 01:30";"-11.0";"753.3";"771.9";"73";"Ветер, дующий с востоко-юго-востока";"7";"";"Слабый(ая)(ые) снег";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"15.02.2024 01:00";"-11.0";"753.3";"771.9";"73";"Ветер, дующий с востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"15.02.2024 00:30";"-11.0";"753.3";"771.9";"73";"Ветер, дующий с востока";"8";"";"";"";"Разорванная (60-90%) 1410 м";"10.0 и более";"-15.0";
"15.02.2024 00:00";"-11.0";"753.3";"771.9";"79";"Ветер, дующий с востока";"9";"";"";"";"Рассеянная (40-50%) 1440 м";"10.0 и более";"-14.0";
"14.02.2024 23:30";"-11.0";"753.3";"771.9";"79";"Ветер, дующий с востоко-юго-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"14.02.2024 23:00";"-11.0";"753.3";"771.9";"79";"Ветер, дующий с востоко-юго-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"14.02.2024 22:30";"-11.0";"753.3";"771.9";"79";"Ветер, дующий с востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"14.02.2024 22:00";"-11.0";"753.3";"771.9";"79";"Ветер, дующий с востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"14.02.2024 21:30";"-11.0";"753.3";"771.9";"79";"Ветер, дующий с востоко-юго-востока";"8";"";"";"";"Рассеянная (40-50%) 1440 м";"10.0 и более";"-14.0";
"14.02.2024 21:00";"-11.0";"753.3";"771.9";"79";"Ветер, дующий с востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"14.02.2024 20:30";"-10.0";"753.4";"771.9";"73";"Ветер, дующий с востоко-юго-востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"14.02.2024 20:00";"-10.0";"753.4";"771.9";"73";"Ветер, дующий с востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"14.02.2024 19:30";"-10.0";"753.4";"771.9";"79";"Ветер, дующий с востока";"9";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"14.02.2024 19:00";"-10.0";"753.4";"771.9";"79";"Ветер, дующий с востоко-юго-востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"14.02.2024 18:30";"-10.0";"753.4";"771.9";"79";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"14.02.2024 18:00";"-9.0";"752.7";"771.1";"73";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"14.02.2024 17:30";"-9.0";"752.7";"771.1";"73";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"14.02.2024 17:00";"-9.0";"752.7";"771.1";"73";"Ветер, дующий с востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"14.02.2024 16:30";"-9.0";"752.7";"771.1";"73";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"14.02.2024 16:00";"-9.0";"752.7";"771.1";"73";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"14.02.2024 15:30";"-9.0";"752.7";"771.1";"73";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"14.02.2024 15:00";"-9.0";"752.7";"771.1";"73";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"14.02.2024 14:30";"-9.0";"752.7";"771.1";"73";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"14.02.2024 14:00";"-9.0";"752.7";"771.1";"73";"Ветер, дующий с востоко-юго-востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-13.0";
"14.02.2024 13:30";"-10.0";"752.6";"771.1";"73";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"14.02.2024 13:00";"-10.0";"752.6";"771.1";"73";"Ветер, дующий с востока";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"14.02.2024 12:30";"-11.0";"752.5";"771.1";"79";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-14.0";
"14.02.2024 12:00";"-11.0";"752.5";"771.1";"73";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"14.02.2024 11:30";"-12.0";"752.5";"771.1";"79";"Ветер, дующий с востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"14.02.2024 11:00";"-13.0";"752.4";"771.1";"78";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"14.02.2024 10:30";"-14.0";"751.6";"770.4";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"14.02.2024 10:00";"-14.0";"751.6";"770.4";"78";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"14.02.2024 09:30";"-15.0";"751.6";"770.4";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"14.02.2024 09:00";"-15.0";"751.6";"770.4";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"14.02.2024 08:30";"-15.0";"751.6";"770.4";"85";"Ветер, дующий с востока";"7";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"14.02.2024 08:00";"-15.0";"751.6";"770.4";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"14.02.2024 07:30";"-15.0";"751.6";"770.4";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-17.0";
"14.02.2024 07:00";"-14.0";"750.9";"769.6";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"14.02.2024 06:30";"-14.0";"750.9";"769.6";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"14.02.2024 06:00";"-14.0";"750.9";"769.6";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"14.02.2024 05:30";"-14.0";"750.9";"769.6";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"14.02.2024 05:00";"-14.0";"750.2";"768.9";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"14.02.2024 04:30";"-14.0";"750.2";"768.9";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-16.0";
"14.02.2024 04:00";"-14.0";"750.2";"768.9";"92";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"14.02.2024 03:30";"-13.0";"750.2";"768.9";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"14.02.2024 03:00";"-13.0";"750.2";"768.9";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
"14.02.2024 02:30";"-13.0";"750.2";"768.9";"85";"Ветер, дующий с востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"-15.0";
